331122,缙云县,331100,321400,Y
331123,遂昌县,331100,323300,Y
331124,松阳县,331100,323400,Y
331125,云和县,331100,323600,Y
331126,庆元县,331100,323800,Y
331127,景宁畲族自治县,331100,323500,Y
331181,龙泉市,331100,323700,Y
320000,江苏省,,,Y
320500,苏州市,320000,215000,Y
320502,沧浪区,320500,215006,Y
320595,园区,320500,,Y
320503,平江区,320500,215005,Y
320504,金阊区,320500,215008,Y
320505,虎丘区,320500,215004,Y
320506,吴中区,320500,215128,Y
320507,相城区,320500,215131,Y
320582,张家港市,320500,215600,Y
320583,昆山市,320500,215300,Y
320584,吴江市,320500,215200,Y
320585,太仓市,320500,215400,Y
320598,新区,320500,215011,Y
320581,常熟市,320500,215500,Y
320100,南京市,320000,210000,Y
320102,玄武区,320100,210018,Y
320103,白下区,320100,210002,Y
320104,秦淮区,320100,210001,Y
320105,建邺区,320100,210004,Y
320106,鼓楼区,320100,210009,Y
320107,下关区,320100,210011,Y
320111,浦口区,320100,211800,Y
320113,栖霞区,320100,210046,Y
320114,雨花台区,320100,210012,Y
320115,江宁区,320100,211100,Y
320116,六合区,320100,211500,Y
320124,溧水县,320100,211200,Y
320125,高淳县,320100,211300,Y
320200,无锡市,320000,214000,Y
320202,崇安区,320200,214002,Y
320203,南长区,320200,214021,Y
320204,北塘区,320200,214044,Y
320205,锡山区,320200,214101,Y
320206,惠山区,320200,214187,Y
320211,滨湖区,320200,214062,Y
320281,江阴市,320200,214400,Y
320282,宜兴市,320200,214200,Y
320300,徐州市,320000,221000,Y
320302,鼓楼区,320300,220005,Y
320303,云龙区,320300,220009,Y
320304,九里区,320300,220040,Y
320305,贾汪区,320300,220011,Y
320311,泉山区,320300,220006,Y
320321,丰县,320300,221700,Y
320322,沛县,320300,221600,Y
320323,铜山县,320300,221112,Y
320324,睢宁县,320300,221200,Y
320381,新沂市,320300,221400,Y
320382,邳州市,320300,221300,Y
320400,常州市,320000,213000,Y
320402,天宁区,320400,213003,Y
320404,钟楼区,320400,213002,Y
320405,戚墅堰区,320400,213011,Y
320411,新北区,320400,213001,Y
320412,武进区,320400,213161,Y
320481,溧阳市,320400,213300,Y
320482,金坛市,320400,213200,Y
320600,南通市,320000,226000,Y
320602,崇川区,320600,226001,Y
320611,港闸区,320600,226001,Y
320621,海安县,320600,226600,Y
320623,如东县,320600,226400,Y
320681,启东市,320600,226200,Y
320682,如皋市,320600,226500,Y
320683,通州市,320600,226300,Y
320684,海门市,320600,226100,Y
320700,连云港市,320000,222000,Y
320703,连云区,320700,222042,Y
320705,新浦区,320700,222003,Y
320706,海州区,320700,222023,Y
320721,赣榆县,320700,222100,Y
320722,东海县,320700,222300,Y
320723,灌云县,320700,222200,Y
320724,灌南县,320700,222500,Y
320800,淮安市,320000,223200,Y
320802,清河区,320800,223001,Y
320803,楚州区,320800,223200,Y
320804,淮阴区,320800,223000,Y
320811,清浦区,320800,223002,Y
320826,涟水县,320800,223400,Y
320829,洪泽县,320800,223100,Y
320830,盱眙县,320800,211700,Y
320831,金湖县,320800,211600,Y
320900,盐城市,320000,224000,Y
320902,亭湖区,320900,224005,Y
320903,盐都区,320900,224055,Y
320921,响水县,320900,224600,Y
320922,滨海县,320900,224500,Y
320923,阜宁县,320900,224400,Y
320924,射阳县,320900,224300,Y
320925,建湖县,320900,224700,Y
320981,东台市,320900,224200,Y
320982,大丰市,320900,224100,Y
321000,扬州市,320000,225000,Y
321002,广陵区,321000,225002,Y
321003,邗江区,321000,225100,Y
321011,维扬区,321000,225002,Y
321023,宝应县,321000,225800,Y
321081,仪征市,321000,211400,Y
321084,高邮市,321000,225600,Y
321088,江都市,321000,225200,Y
321100,镇江市,320000,212000,Y
321102,京口区,321100,212001,Y
321111,润州区,321100,212004,Y
321112,丹徒区,321100,212001,Y
321181,丹阳市,321100,212300,Y
321182,扬中市,321100,212200,Y
321183,句容市,321100,212400,Y
321200,泰州市,320000,225300,Y
321202,海陵区,321200,225300,Y
321203,高港区,321200,225321,Y
321281,兴化市,321200,225700,Y
321282,靖江市,321200,214500,Y
321283,泰兴市,321200,225400,Y
321284,姜堰市,321200,225500,Y
321300,宿迁市,320000,223800,Y
321302,宿城区,321300,223800,Y
321311,宿豫区,321300,223800,Y
321322,沭阳县,321300,223600,Y
321323,泗阳县,321300,223700,Y
321324,泗洪县,321300,223900,Y
110000,北京,,,Y
110100,北京市,110000,100000,Y
110101,东城区,110100,100010,Y
110102,西城区,110100,100032,Y
110103,崇文区,110100,100061,Y
110104,宣武区,110100,100054,Y
110105,朝阳区,110100,100011,Y
110106,丰台区,110100,100071,Y
110107,石景山区,110100,100071,Y
110108,海淀区,110100,100091,Y
110109,门头沟区,110100,102300,Y
110111,房山区,110100,102488,Y
110112,通州区,110100,101100,Y
110113,顺义区,110100,101300,Y
110114,昌平区,110100,102200,Y
110115,大兴区,110100,102600,Y
110116,怀柔区,110100,101400,Y
110117,平谷区,110100,101200,Y
110228,密云县,110100,101500,Y
110229,延庆县,110100,102100,Y
120000,天津,,,Y
120100,天津市,120000,300000,Y
120101,和平区,120100,300041,Y
120102,河东区,120100,300171,Y
120103,河西区,120100,300202,Y
120104,南开区,120100,300100,Y
120105,河北区,120100,300143,Y
120106,红桥区,120100,300131,Y
120107,塘沽区,120100,300450,Y
120108,汉沽区,120100,300480,Y
120109,大港区,120100,300270,Y
120110,东丽区,120100,300300,Y
120111,西青区,120100,300380,Y
120112,津南区,120100,300350,Y
120113,北辰区,120100,300400,Y
120114,武清区,120100,301700,Y
120115,宝坻区,120100,301800,Y
120221,宁河县,120100,301500,Y
120223,静海县,120100,301600,Y
120225,蓟县,120100,301900,Y
130000,河北省,,,Y
130100,石家庄市,130000,050000,Y
130102,长安区,130100,050011,Y
130103,桥东区,130100,050011,Y
130104,桥西区,130100,050051,Y
130105,新华区,130100,050051,Y
130107,井陉矿区,130100,050100,Y
130108,裕华区,130100,050081,Y
130121,井陉县,130100,050300,Y
130123,正定县,130100,050800,Y
130124,栾城县,130100,051430,Y
130125,行唐县,130100,050600,Y
130126,灵寿县,130100,050500,Y
130127,高邑县,130100,051330,Y
130128,深泽县,130100,052560,Y
130129,赞皇县,130100,051230,Y
130130,无极县,130100,052460,Y
130131,平山县,130100,050400,Y
130132,元氏县,130100,051130,Y
130133,赵县,130100,051530,Y
130181,辛集市,130100,052360,Y
130182,藁城市,130100,052160,Y
130183,晋州市,130100,052260,Y
130184,新乐市,130100,050700,Y
130185,鹿泉市,130100,050200,Y
130200,唐山市,130000,063000,Y
130202,路南区,130200,063017,Y
130203,路北区,130200,063015,Y
130204,古冶区,130200,063104,Y
130205,开平区,130200,063021,Y
130207,丰南区,130200,063300,Y
130208,丰润区,130200,064000,Y
130223,滦县,130200,063700,Y
130224,滦南县,130200,063500,Y
130225,乐亭县,130200,063600,Y
130227,迁西县,130200,064300,Y
130229,玉田县,130200,064100,Y
130230,唐海县,130200,063200,Y
130281,遵化市,130200,064200,Y
130283,迁安市,130200,064400,Y
130300,秦皇岛市,130000,066000,Y
130302,海港区,130300,066000,Y
130303,山海关区,130300,066200,Y
130304,北戴河区,130300,066100,Y
130321,青龙满族自治县,130300,066500,Y
130322,昌黎县,130300,066600,Y
130323,抚宁县,130300,066300,Y
130324,卢龙县,130300,066400,Y
130400,邯郸市,130000,056000,Y
130402,邯山区,130400,056001,Y
130403,丛台区,130400,056004,Y
130404,复兴区,130400,056003,Y
130406,峰峰矿区,130400,056200,Y
130421,邯郸县,130400,056105,Y
130423,临漳县,130400,056600,Y
130424,成安县,130400,056700,Y
130425,大名县,130400,056900,Y
130426,涉县,130400,056400,Y
130427,磁县,130400,056500,Y
130428,肥乡县,130400,057550,Y
130429,永年县,130400,057150,Y
130430,邱县,130400,057450,Y
130431,鸡泽县,130400,057350,Y
130432,广平县,130400,057650,Y
130433,馆陶县,130400,057750,Y
130434,魏县,130400,056800,Y
130435,曲周县,130400,057250,Y
130481,武安市,130400,056300,Y
130500,邢台市,130000,054000,Y
130502,桥东区,130500,054001,Y
130503,桥西区,130500,054000,Y
130521,邢台县,130500,054001,Y
130522,临城县,130500,054300,Y
130523,内丘县,130500,054200,Y
130524,柏乡县,130500,055450,Y
130525,隆尧县,130500,055350,Y
130526,任县,130500,055150,Y
130527,南和县,130500,054400,Y
130528,宁晋县,130500,055550,Y
130529,巨鹿县,130500,055250,Y
130530,新河县,130500,055650,Y
130531,广宗县,130500,054600,Y
130532,平乡县,130500,054500,Y
130533,威县,130500,054700,Y
130534,清河县,130500,054800,Y
130535,临西县,130500,054900,Y
130581,南宫市,130500,055750,Y
130582,沙河市,130500,054100,Y
130600,保定市,130000,071000,Y
130602,新市区,130600,071052,Y
130603,北市区,130600,071000,Y
130604,南市区,130600,071000,Y
130621,满城县,130600,072150,Y
130622,清苑县,130600,071100,Y
130623,涞水县,130600,074100,Y
130624,阜平县,130600,073200,Y
130625,徐水县,130600,072550,Y
130626,定兴县,130600,072650,Y
130627,唐县,130600,072350,Y
130628,高阳县,130600,071500,Y
130629,容城县,130600,071700,Y
130630,涞源县,130600,074300,Y
130631,望都县,130600,072450,Y
130632,安新县,130600,071600,Y
130633,易县,130600,074200,Y
130634,曲阳县,130600,073100,Y
130635,蠡县,130600,071400,Y
130636,顺平县,130600,072250,Y
130637,博野县,130600,071300,Y
130638,雄县,130600,071800,Y
130681,涿州市,130600,072750,Y
130682,定州市,130600,073000,Y
130683,安国市,130600,071200,Y
130684,高碑店市,130600,074000,Y
130700,张家口市,130000,075000,Y
130702,桥东区,130700,075000,Y
130703,桥西区,130700,075061,Y
130705,宣化区,130700,075100,Y
130706,下花园区,130700,075300,Y
130721,宣化县,130700,075100,Y
130722,张北县,130700,076450,Y
130723,康保县,130700,076650,Y
130724,沽源县,130700,076550,Y
130725,尚义县,130700,076750,Y
130726,蔚县,130700,075700,Y
130727,阳原县,130700,075800,Y
130728,怀安县,130700,076150,Y
130729,万全县,130700,076250,Y
130730,怀来县,130700,075400,Y
130731,涿鹿县,130700,075600,Y
130732,赤城县,130700,075500,Y
130733,崇礼县,130700,076350,Y
130800,承德市,130000,067000,Y
130802,双桥区,130800,067000,Y
130803,双滦区,130800,067000,Y
130804,鹰手营子矿区,130800,067000,Y
130821,承德县,130800,067400,Y
130822,兴隆县,130800,067300,Y
130823,平泉县,130800,067500,Y
130824,滦平县,130800,068250,Y
130825,隆化县,130800,068150,Y
130826,丰宁满族自治县,130800,068350,Y
130827,宽城满族自治县,130800,067600,Y
130828,围场满族蒙古族自治县,130800,068450,Y
130900,沧州市,130000,061000,Y
130902,新华区,130900,061000,Y
130903,运河区,130900,061000,Y
130921,沧县,130900,061035,Y
130922,青县,130900,062650,Y
130923,东光县,130900,061600,Y
130924,海兴县,130900,061200,Y
130925,盐山县,130900,061300,Y
130926,肃宁县,130900,062350,Y
130927,南皮县,130900,061500,Y
130928,吴桥县,130900,061800,Y
130929,献县,130900,062250,Y
130930,孟村回族自治县,130900,061400,Y
130981,泊头市,130900,062150,Y
130982,任丘市,130900,062550,Y
130983,黄骅市,130900,061100,Y
130984,河间市,130900,062450,Y
131000,廊坊市,130000,065000,Y
131002,安次区,131000,065000,Y
131003,广阳区,131000,065000,Y
131022,固安县,131000,065500,Y
131023,永清县,131000,065600,Y
131024,香河县,131000,065400,Y
131025,大城县,131000,065900,Y
131026,文安县,131000,065800,Y
131028,大厂回族自治县,131000,065300,Y
131081,霸州市,131000,065700,Y
131082,三河市,131000,065200,Y
131100,衡水市,130000,053000,Y
131102,桃城区,131100,053000,Y
131121,枣强县,131100,053100,Y
131122,武邑县,131100,053400,Y
131123,武强县,131100,053300,Y
131124,饶阳县,131100,053900,Y
131125,安平县,131100,053600,Y
131126,故城县,131100,253800,Y
131127,景县,131100,053500,Y
131128,阜城县,131100,053700,Y
131181,冀州市,131100,053200,Y
131182,深州市,131100,053800,Y
140000,山西省,,,Y
140100,太原市,140000,030000,Y
140105,小店区,140100,030032,Y
140106,迎泽区,140100,030024,Y
140107,杏花岭区,140100,030001,Y
140108,尖草坪区,140100,030003,Y
140109,万柏林区,140100,030027,Y
140110,晋源区,140100,030025,Y
140121,清徐县,140100,030400,Y
140122,阳曲县,140100,030100,Y
140123,娄烦县,140100,030300,Y
140181,古交市,140100,030200,Y
140200,大同市,140000,037000,Y
140202,城区,140200,037008,Y
140203,矿区,140200,037001,Y
140211,南郊区,140200,037001,Y
140212,新荣区,140200,037002,Y
140221,阳高县,140200,038100,Y
140222,天镇县,140200,038200,Y
140223,广灵县,140200,037500,Y
140224,灵丘县,140200,034400,Y
140225,浑源县,140200,037400,Y
140226,左云县,140200,037100,Y
140227,大同县,140200,037300,Y
140300,阳泉市,140000,045000,Y
140302,城区,140300,045000,Y
140303,矿区,140300,045000,Y
140311,郊区,140300,045011,Y
140321,平定县,140300,045200,Y
140322,盂县,140300,045100,Y
140400,长治市,140000,046000,Y
140421,长治县,140400,047100,Y
140423,襄垣县,140400,046200,Y
140424,屯留县,140400,046100,Y
140425,平顺县,140400,047400,Y
140426,黎城县,140400,047600,Y
140427,壶关县,140400,047300,Y
140428,长子县,140400,046600,Y
140429,武乡县,140400,046300,Y
140430,沁县,140400,046400,Y
140431,沁源县,140400,046500,Y
140481,潞城市,140400,047500,Y
140500,晋城市,140000,048000,Y
140502,城区,140500,048000,Y
140521,沁水县,140500,048200,Y
140522,阳城县,140500,048100,Y
140524,陵川县,140500,048300,Y
140525,泽州县,140500,048012,Y
140581,高平市,140500,048400,Y
140600,朔州市,140000,036000,Y
140602,朔城区,140600,038500,Y
140603,平鲁区,140600,038600,Y
140621,山阴县,140600,036900,Y
140622,应县,140600,037600,Y
140623,右玉县,140600,037200,Y
140624,怀仁县,140600,038300,Y
140700,晋中市,140000,030600,Y
140702,榆次区,140700,030600,Y
140721,榆社县,140700,031800,Y
140722,左权县,140700,032600,Y
140723,和顺县,140700,032700,Y
140724,昔阳县,140700,045300,Y
140725,寿阳县,140700,045400,Y
140726,太谷县,140700,030800,Y
140727,祁县,140700,030900,Y
140728,平遥县,140700,031100,Y
140729,灵石县,140700,031300,Y
140781,介休市,140700,032000,Y
140800,运城市,140000,044000,Y
140802,盐湖区,140800,044300,Y
140821,临猗县,140800,044100,Y
140822,万荣县,140800,044200,Y
140823,闻喜县,140800,043800,Y
140824,稷山县,140800,043200,Y
140825,新绛县,140800,043100,Y
140826,绛县,140800,043600,Y
140827,垣曲县,140800,043700,Y
140828,夏县,140800,044400,Y
140829,平陆县,140800,044300,Y
140830,芮城县,140800,044600,Y
140881,永济市,140800,044500,Y
140882,河津市,140800,043300,Y
140900,忻州市,140000,034000,Y
140902,忻府区,140900,034000,Y
140921,定襄县,140900,035400,Y
140922,五台县,140900,035500,Y
140923,代县,140900,034200,Y
140924,繁峙县,140900,034300,Y
140925,宁武县,140900,036700,Y
140926,静乐县,140900,035100,Y
140927,神池县,140900,036100,Y
140928,五寨县,140900,036100,Y
140929,岢岚县,140900,036300,Y
140930,河曲县,140900,036500,Y
140931,保德县,140900,036600,Y
140932,偏关县,140900,036400,Y
140981,原平市,140900,034100,Y
141000,临汾市,140000,041000,Y
141002,尧都区,141000,041000,Y
141021,曲沃县,141000,043400,Y
141022,翼城县,141000,043500,Y
141023,襄汾县,141000,041500,Y
141024,洪洞县,141000,041600,Y
141025,古县,141000,042400,Y
141026,安泽县,141000,042500,Y
141027,浮山县,141000,042600,Y
141028,吉县,141000,042200,Y
141029,乡宁县,141000,042100,Y
141030,大宁县,141000,042300,Y
141031,隰县,141000,041300,Y
141032,永和县,141000,041400,Y
141033,蒲县,141000,041200,Y
141034,汾西县,141000,031500,Y
141081,侯马市,141000,043000,Y
141082,霍州市,141000,031400,Y
141100,吕梁市,140000,033000,Y
141102,离石区,141100,033000,Y
141121,文水县,141100,032100,Y
141122,交城县,141100,030500,Y
141123,兴县,141100,033601,Y
141124,临县,141100,033200,Y
141125,柳林县,141100,033300,Y
141126,石楼县,141100,032500,Y
141127,岚县,141100,033500,Y
141128,方山县,141100,033100,Y
141129,中阳县,141100,033400,Y
141130,交口县,141100,032400,Y
141181,孝义市,141100,032208,Y
141182,汾阳市,141100,032200,Y
150000,内蒙古自治区,,,Y
150100,呼和浩特市,150000,010000,Y
150102,新城区,150100,010050,Y
150103,回民区,150100,010030,Y
150104,玉泉区,150100,010020,Y
150105,赛罕区,150100,010020,Y
150121,土默特左旗,150100,010100,Y
150122,托克托县,150100,010200,Y
150123,和林格尔县,150100,011500,Y
150124,清水河县,150100,011600,Y
150125,武川县,150100,011700,Y
150200,包头市,150000,014000,Y
150202,东河区,150200,014040,Y
150203,昆都仑区,150200,014010,Y
150204,青山区,150200,014030,Y
150205,石拐区,150200,014070,Y
150206,白云矿区,150200,014080,Y
150207,九原区,150200,014060,Y
150221,土默特右旗,150200,014100,Y
150222,固阳县,150200,014200,Y
150223,达尔罕茂明安联合旗,150200,014500,Y
150300,乌海市,150000,016000,Y
150302,海勃湾区,150300,016000,Y
150303,海南区,150300,016030,Y
150304,乌达区,150300,016040,Y
150400,赤峰市,150000,024000,Y
150402,红山区,150400,024020,Y
150403,元宝山区,150400,024076,Y
150404,松山区,150400,024005,Y
150421,阿鲁科尔沁旗,150400,025550,Y
150422,巴林左旗,150400,025450,Y
150423,巴林右旗,150400,025150,Y
150424,林西县,150400,025250,Y
150425,克什克腾旗,150400,025350,Y
150426,翁牛特旗,150400,024500,Y
150428,喀喇沁旗,150400,024400,Y
150429,宁城县,150400,024200,Y
150430,敖汉旗,150400,024300,Y
150500,通辽市,150000,028000,Y
150502,科尔沁区,150500,028000,Y
150521,科尔沁左翼中旗,150500,029300,Y
150522,科尔沁左翼后旗,150500,028100,Y
150523,开鲁县,150500,028400,Y
150524,库伦旗,150500,028200,Y
150525,奈曼旗,150500,028300,Y
150526,扎鲁特旗,150500,029100,Y
150581,霍林郭勒市,150500,029200,Y
150600,鄂尔多斯市,150000,017004,Y
150602,东胜区,150600,017000,Y
150621,达拉特旗,150600,014300,Y
150622,准格尔旗,150600,017100,Y
150623,鄂托克前旗,150600,016200,Y
150624,鄂托克旗,150600,016100,Y
150625,杭锦旗,150600,017400,Y
150626,乌审旗,150600,017300,Y
150627,伊金霍洛旗,150600,017200,Y
150700,呼伦贝尔市,150000,021008,Y
150702,海拉尔区,150700,021000,Y
150721,阿荣旗,150700,162750,Y
150722,莫力达瓦达斡尔族自治旗,150700,162850,Y
150723,鄂伦春自治旗,150700,165450,Y
150724,鄂温克族自治旗,150700,021100,Y
150725,陈巴尔虎旗,150700,021500,Y
150726,新巴尔虎左旗,150700,021200,Y
150727,新巴尔虎右旗,150700,021300,Y
150781,满洲里市,150700,021400,Y
150782,牙克石市,150700,162650,Y
150783,扎兰屯市,150700,162650,Y
150784,额尔古纳市,150700,022250,Y
150785,根河市,150700,022350,Y
150800,巴彦淖尔市,150000,015001,Y
150802,临河区,150800,015001,Y
150821,五原县,150800,015100,Y
150822,磴口县,150800,015200,Y
150823,乌拉特前旗,150800,015400,Y
150824,乌拉特中旗,150800,015300,Y
150825,乌拉特后旗,150800,015500,Y
150826,杭锦后旗,150800,015400,Y
150900,乌兰察布市,150000,012000,Y
150902,集宁区,150900,012000,Y
150921,卓资县,150900,012300,Y
150922,化德县,150900,013350,Y
150923,商都县,150900,013400,Y
150924,兴和县,150900,013650,Y
150925,凉城县,150900,013750,Y
150926,察哈尔右翼前旗,150900,012200,Y
150927,察哈尔右翼中旗,150900,013550,Y
150928,察哈尔右翼后旗,150900,012400,Y
150929,四子王旗,150900,011800,Y
150981,丰镇市,150900,012100,Y
152200,兴安盟,150000,137401,Y
152201,乌兰浩特市,152200,137400,Y
152202,阿尔山市,152200,137800,Y
152221,科尔沁右翼前旗,152200,137400,Y
152222,科尔沁右翼中旗,152200,029400,Y
152223,扎赉特旗,152200,137600,Y
152224,突泉县,152200,137500,Y
152500,锡林郭勒盟,150000,026021,Y
152501,二连浩特市,152500,011100,Y
152502,锡林浩特市,152500,026000,Y
152522,阿巴嘎旗,152500,011400,Y
152523,苏尼特左旗,152500,011300,Y
152524,苏尼特右旗,152500,011200,Y
152525,东乌珠穆沁旗,152500,026300,Y
152526,西乌珠穆沁旗,152500,026200,Y
152527,太仆寺旗,152500,027000,Y
152528,镶黄旗,152500,013250,Y
152529,正镶白旗,152500,013800,Y
152530,正蓝旗,152500,027200,Y
152531,多伦县,152500,027300,Y
152900,阿拉善盟,150000,750306,Y
152921,阿拉善左旗,152900,750300,Y
152922,阿拉善右旗,152900,737300,Y
152923,额济纳旗,152900,735400,Y
210000,辽宁省,,,Y
210100,沈阳市,210000,110000,Y
210102,和平区,210100,110002,Y
210103,沈河区,210100,110013,Y
210104,大东区,210100,110044,Y
210105,皇姑区,210100,110031,Y
210106,铁西区,210100,110023,Y
210111,苏家屯区,210100,110102,Y
210112,东陵区,210100,110015,Y
210113,新城子区,210100,110121,Y
210114,于洪区,210100,110024,Y
210122,辽中县,210100,110200,Y
210123,康平县,210100,110500,Y
210124,法库县,210100,110400,Y
210181,新民市,210100,110300,Y
210200,大连市,210000,116000,Y
210202,中山区,210200,116001,Y
210203,西岗区,210200,116011,Y
210204,沙河口区,210200,116021,Y
210211,甘井子区,210200,116033,Y
210212,旅顺口区,210200,116041,Y
210213,金州区,210200,116100,Y
210224,长海县,210200,116500,Y
210281,瓦房店市,210200,116300,Y
210282,普兰店市,210200,116200,Y
210283,庄河市,210200,116400,Y
210300,鞍山市,210000,114000,Y
210302,铁东区,210300,114001,Y
210303,铁西区,210300,110023,Y
210304,立山区,210300,114031,Y
210311,千山区,210300,114041,Y
210321,台安县,210300,114100,Y
210323,岫岩满族自治县,210300,114300,Y
210381,海城市,210300,114200,Y
210400,抚顺市,210000,113000,Y
210402,新抚区,210400,113006,Y
210403,东洲区,210400,113003,Y
210404,望花区,210400,113001,Y
210411,顺城区,210400,113006,Y
210421,抚顺县,210400,113100,Y
210422,新宾满族自治县,210400,113200,Y
210423,清原满族自治县,210400,113300,Y
210500,本溪市,210000,117000,Y
210502,平山区,210500,117000,Y
210503,溪湖区,210500,117002,Y
210504,明山区,210500,117021,Y
210505,南芬区,210500,117014,Y
210521,本溪满族自治县,210500,117100,Y
210522,桓仁满族自治县,210500,117200,Y
210600,丹东市,210000,118000,Y
210602,元宝区,210600,118000,Y
210603,振兴区,210600,118002,Y
210604,振安区,210600,118001,Y
210624,宽甸满族自治县,210600,118200,Y
210681,东港市,210600,118300,Y
210682,凤城市,210600,118100,Y
210700,锦州市,210000,121000,Y
210702,古塔区,210700,121001,Y
210703,凌河区,210700,121000,Y
210711,太和区,210700,121011,Y
210726,黑山县,210700,121400,Y
210727,义县,210700,121100,Y
210781,凌海市,210700,121200,Y
210782,北宁市,210700,121300,Y
210800,营口市,210000,115000,Y
210802,站前区,210800,115002,Y
210803,西市区,210800,115004,Y
210804,鲅鱼圈区,210800,115007,Y
210811,老边区,210800,115005,Y
210881,盖州市,210800,115200,Y
210882,大石桥市,210800,115100,Y
210900,阜新市,210000,123000,Y
210902,海州区,210900,123000,Y
210903,新邱区,210900,123005,Y
210904,太平区,210900,123003,Y
210905,清河门区,210900,123006,Y
210911,细河区,210900,123000,Y
210921,阜新蒙古族自治县,210900,123100,Y
210922,彰武县,210900,123200,Y
211000,辽阳市,210000,111000,Y
211002,白塔区,211000,111000,Y
211003,文圣区,211000,111000,Y
211004,宏伟区,211000,111003,Y
211005,弓长岭区,211000,111008,Y
211011,太子河区,211000,111000,Y
211021,辽阳县,211000,111200,Y
211081,灯塔市,211000,111300,Y
211100,盘锦市,210000,124000,Y
211102,双台子区,211100,124000,Y
211103,兴隆台区,211100,124010,Y
211121,大洼县,211100,124000,Y
211122,盘山县,211100,124100,Y
211200,铁岭市,210000,112000,Y
211202,银州区,211200,112000,Y
211204,清河区,211200,112003,Y
211221,铁岭县,211200,112600,Y
211223,西丰县,211200,112400,Y
211224,昌图县,211200,112500,Y
211281,调兵山市,211200,112700,Y
211282,开原市,211200,112300,Y
211300,朝阳市,210000,122000,Y
211302,双塔区,211300,122000,Y
211303,龙城区,211300,122000,Y
211321,朝阳县,211300,122000,Y
211322,建平县,211300,122400,Y
211324,喀喇沁左翼蒙古族自治县,211300,122300,Y
211381,北票市,211300,122100,Y
211382,凌源市,211300,122500,Y
211400,葫芦岛市,210000,125000,Y
211402,连山区,211400,125001,Y
211403,龙港区,211400,125004,Y
211404,南票区,211400,125027,Y
211421,绥中县,211400,125200,Y
211422,建昌县,211400,125300,Y
211481,兴城市,211400,125100,Y
220000,吉林省,,,Y
220100,长春市,220000,130000,Y
